Study_ID,Site_ID,Exp_ID,Study_Code,Study_title,Country,Site,Vector,Vector_subtype,Lat,Long,Method_screen,n_total,n_human,n_mammPet,n_mammFarmed,n_mammWild,n_birdDomest,n_birdWild,n_others,n_birdZoo,n_mammZoo,n_unidentified,...1.y,bio1_b10,bio12_b10,bio14_b10,bio15_b10,bio1_b20,bio12_b20,bio14_b20,bio15_b20,elevation,cropland_b10,water_b10,urban_b10,grassland_b10,treecover_b10,shrubland_b10,cropland_b20,water_b20,urban_b20,grassland_b20,treecover_b20,shrubland_b20,realm,NDVI.mean,NDVI.SD,glw3_buffalo_b10,glw3_cattle_b10,glw3_chicken_b10,glw3_duck_b10,glw3_horse_b10,glw3_goat_b10,glw3_pig_b10,glw3_sheep_b10,glw3_buffalo_b20,glw3_cattle_b20,glw3_chicken_b20,glw3_duck_b20,glw3_horse_b20,glw3_goat_b20,glw3_pig_b20,glw3_sheep_b20,gpw4_human_b10,gpw4_human_b20,glw3_sheep.goat_b10,glw3_cattle2_b10,glw3_ruminant_b10,glw3_poultry_b10,glw3_livestock_b10,glw3_sheep.goat_b20,glw3_cattle2_b20,glw3_ruminant_b20,glw3_poultry_b20,glw3_livestock_b20,landcov_PC1,landcov_PC2,farmed_PC1,farmed_PC2
P_72,S_127,E_40,mbotha_2020_relative_distribution_diversity,"Relative Distribution, Diversity, and Bloodmeal Sources of Mosquitoes and Known Vectors of Rift Valley Fever Phlebovirus in Three Differing Ecosystems in Bura, Tana River County, Kenya",Kenya,"Bura, Tana RiverCounty",An. gambiae,NA,1.2225,39.829,DNA,16,6,0,10,0,0,0,0,0,0,0,77,28,289,1,118,28,289,1,118,220,0,0,0,0.125755744,0,0.078295042,0,0,0,0.052122677,0,0.319081432,Afrotropical,2305,659,0,1649.424808,363.0783019,174.8978139,0,2188.492646,8.498143802,2493.886698,0,1649.424808,363.0783019,174.8978139,0,2188.492646,8.498143802,2493.886698,17.85816765,17.85816765,4682.379344,1649.424808,6331.804152,537.9761158,6340.302296,4682.379344,1649.424808,6331.804152,537.9761158,6340.302296,-0.212074051,-0.436480949,0.232818093,0.282545407
P_79,S_136,E_52,musa_2020_arboviruses_and_blood,Arboviruses and Blood Meal Sources in Zoophilic Mosquitoes at Human-Wildlife Interfaces in Kenya,Kenya,Shimba Hills National Reserve.,Cx. pipiens complex,Cx_pipiens_sl,-4.249,39.386,DNA (qPCR-HRM),37,29,1,0,0,2,5,0,0,0,0,78,24.8,1121,21,62,24.8,1121,21,62,306,0.495321461,0,0,0,0.451252641,0,0.123625132,0,0,0,0.302923007,0.003465421,Afrotropical,6367,1867,0,2804.838912,9867.847874,361.737492,0,5718.089879,7.200204735,414.6493039,0,2804.838912,9867.847874,361.737492,0,5718.089879,7.200204735,414.6493039,0.615809083,0.615809083,6132.739183,2804.838912,8937.578095,10229.58537,8944.7783,6132.739183,2804.838912,8937.578095,10229.58537,8944.7783,-0.677974644,0.672046927,0.368594198,0.677869152
P_79,S_136,E_51,musa_2020_arboviruses_and_blood,Arboviruses and Blood Meal Sources in Zoophilic Mosquitoes at Human-Wildlife Interfaces in Kenya,Kenya,Shimba Hills National Reserve.,Ae. aegypti,NA,-4.249,39.386,DNA (qPCR-HRM),10,9,1,0,0,0,0,0,0,0,0,78,24.8,1121,21,62,24.8,1121,21,62,306,0.495321461,0,0,0,0.451252641,0,0.123625132,0,0,0,0.302923007,0.003465421,Afrotropical,6367,1867,0,2804.838912,9867.847874,361.737492,0,5718.089879,7.200204735,414.6493039,0,2804.838912,9867.847874,361.737492,0,5718.089879,7.200204735,414.6493039,0.615809083,0.615809083,6132.739183,2804.838912,8937.578095,10229.58537,8944.7783,6132.739183,2804.838912,8937.578095,10229.58537,8944.7783,-0.677974644,0.672046927,0.368594198,0.677869152
P_93,S_180,E_113,schonenberger_2016_host_preferences_in,Host preferences in host-seeking and blood-fed mosquitoes in Switzerland,Switzerland, ,Cx. pipiens complex,Cx_pipiens/torrentium,47.382,8.572,DNA,208,6,3,0,0,2,166,31,31,0,0,79,8.9,1101,66,25,8.9,1101,66,25,508,0.094992788,0.068205234,0.377292396,0.0152483,0.165876777,0,0.02377269,0.017068894,0.09442038,0.095761139,0.181569719,0,Palearctic,4704,2695,0,840.7089412,6322.924704,36.01245231,163.8889133,118.2845333,663.3205374,763.0841391,0,840.7089412,6322.924704,36.01245231,163.8889133,118.2845333,663.3205374,763.0841391,4261.264648,4261.264648,881.3686724,840.7089412,1722.077614,6358.937156,2549.287064,881.3686724,840.7089412,1722.077614,6358.937156,2549.287064,-0.055856544,-0.070016729,0.049621644,-0.205512005
P_82,S_147,E_67,olson_2020_high_rate_of,High Rate of Non-Human Feeding by Aedes aegypti Reduces Zika Virus Transmission in South Texas,USA,Weslaco,Ae. aegypti,NA,26.149,-97.984,DNA,186,57,115,6,2,6,0,0,0,0,44,80,23.1,621,18,51,23.1,621,18,51,27,0.047813094,0.007334963,0.07470796,0.00461831,0,0.003531649,0.011967904,0.001835985,0.01869985,0.004419965,0.001019992,0.001971984,Nearctic,4447,1554,0,952.7270499,53.01985331,0.84420776,187.1048527,124.2343126,17.17485761,50.2691376,0,952.7270499,53.01985331,0.84420776,187.1048527,124.2343126,17.17485761,50.2691376,1103.014404,1103.014404,174.5034502,952.7270499,1127.2305,53.86406107,1331.51021,174.5034502,952.7270499,1127.2305,53.86406107,1331.51021,-0.207509564,-0.1859273,0.064858319,-0.265040362
P_82,S_147,E_68,olson_2020_high_rate_of,High Rate of Non-Human Feeding by Aedes aegypti Reduces Zika Virus Transmission in South Texas,USA,Weslaco,Cx. pipiens complex,Cx_quinquefasciatus,26.149,-97.984,DNA,123,1,28,1,7,82,4,0,0,0,1,80,23.1,621,18,51,23.1,621,18,51,27,0.047813094,0.007334963,0.07470796,0.00461831,0,0.003531649,0.011967904,0.001835985,0.01869985,0.004419965,0.001019992,0.001971984,Nearctic,4447,1554,0,952.7270499,53.01985331,0.84420776,187.1048527,124.2343126,17.17485761,50.2691376,0,952.7270499,53.01985331,0.84420776,187.1048527,124.2343126,17.17485761,50.2691376,1103.014404,1103.014404,174.5034502,952.7270499,1127.2305,53.86406107,1331.51021,174.5034502,952.7270499,1127.2305,53.86406107,1331.51021,-0.207509564,-0.1859273,0.064858319,-0.265040362
P_63,S_116,E_20,mackay_2010_host_feeding_patterns,"Host Feeding Patterns of Culex Mosquitoes (Diptera: Culicidae) in East Baton Rouge Parish, Louisiana",USA,"East Baton Rouge Paris, East Feliciana Parish, Iberville Parish",Cx. pipiens complex,Cx_quinquefasciatus,30.4446,-91.02933333,DNA,682,48,70,27,136,28,373,0,0,0,0,81,19.4,1538,85,14,19.4,1538,85,14,17,0.033769634,0,0.419633508,0.202879581,0.02539267,0.002094241,0.008435232,0,0.104819198,0.274962401,0.021447721,0.007454391,Nearctic,5693,1697,0,772.0269074,7868.629643,8.449033155,290.7598535,48.51578091,5.863900459,26.86188511,0,772.0269074,7868.629643,8.449033155,290.7598535,48.51578091,5.863900459,26.86188511,1948.463257,1948.463257,75.37766602,772.0269074,847.4045734,7877.078676,1144.028327,75.37766602,772.0269074,847.4045734,7877.078676,1144.028327,-0.347478685,-0.5649049,0.04495877,-0.340686899
P_76,S_131,E_45,montgomery_2011_blood-feeding_patterns_of,"Blood-Feeding Patterns of the Culex pipiens Complex in Sacramento and Yolo Counties, California",USA,Sacramento and Yolo Counties,Cx. pipiens complex,Cx_pipiens_complex,38.513,-121.489,DNA,330,0,0,3,0,3,324,0,0,0,0,82,16.1,458,1,86,16.1,458,1,86,7,0.036164644,0.035212943,0.597430407,0.024506305,0.003806805,0.015940995,0.009036324,0.008798526,0.149277689,0.133464122,0.009690268,0.010284763,Nearctic,4083,1608,135.5878943,568.7236407,37.93505358,33.28608985,551.7104397,190.3457816,6.125704348,86.39124374,135.5878943,568.7236407,37.93505358,33.28608985,551.7104397,190.3457816,6.125704348,86.39124374,1141.359863,1141.359863,276.7370253,704.311535,981.0485603,71.22114343,1538.884704,276.7370253,704.311535,981.0485603,71.22114343,1538.884704,-0.078745357,-0.637105514,0.062582358,-0.538943234
P_78,S_133,E_48,munoz_2012_feeding_patterns_of,Feeding Patterns of Potential West Nile Virus Vectors in South-West Spain,Spain,Donana,Cx. pipiens complex,Cx_pipiens_sl,36.997069,-6.348297,DNA,12,0,0,0,0,0,12,0,0,0,1,83,17.9,536,1,65,17.9,536,1,65,1,0.090070405,0.567613498,0,0.004369993,0.025977179,0.000242777,0.022506673,0.141834506,0,0.006309148,0.0511405,0.00248726,Palearctic,1583,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.666743279,9.666743279,0,0,0,0,0,0,0,0,0,0,0.623791283,0.223106442,0.041863822,-0.21558238
P_78,S_135,E_50,munoz_2012_feeding_patterns_of,Feeding Patterns of Potential West Nile Virus Vectors in South-West Spain,Spain,Odiel,Cx. pipiens complex,Cx_pipiens_sl,37.267,-6.892,DNA,61,4,0,0,0,0,57,0,0,0,6,84,17.8,473,1,64,17.8,473,1,64,8,0.169491525,0.095641646,0.083535109,0.00653753,0.056174334,0.007990315,0.042306298,0.023872839,0.020850961,0.001934002,0.074821709,0.006769008,Palearctic,3172,2040,0,282.9479745,16164.8722,4.039947811,65.15281962,51.3746986,371.0805148,173.0280435,0,282.9479745,16164.8722,4.039947811,65.15281962,51.3746986,371.0805148,173.0280435,1144.605591,1144.605591,224.4027421,282.9479745,507.3507166,16168.91215,943.584051,224.4027421,282.9479745,507.3507166,16168.91215,943.584051,-0.021439225,-0.019300609,0.015779356,-0.210981418
P_80,S_140,E_59,ogola_2017_composition_of_anopheles,"Composition of Anopheles mosquitoes, their blood-meal hosts, and Plasmodium falciparum infection rates in three islands with disparate bed net coverage in Lake Victoria, Kenya",Kenya,Mageta,An. gambiae,NA,-0.135,34.007,DNA,292,237,6,33,5,9,1,1,0,0,19,85,22.5,941,36,49,22.5,941,36,49,1142,0.014505893,0.940767604,0.000302206,0.000906618,0.030825023,0.007857359,0.003629764,0.235405324,7.56e-05,0.000907441,0.066394434,0.008393829,Afrotropical,-386,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.0951538,774.0951538,0,0,0,0,0,0,0,0,0,0,1.19863808,0.358771703,0.041863822,-0.21558238
P_80,S_140,E_58,ogola_2017_composition_of_anopheles,"Composition of Anopheles mosquitoes, their blood-meal hosts, and Plasmodium falciparum infection rates in three islands with disparate bed net coverage in Lake Victoria, Kenya",Kenya,Mageta,An. funestus,NA,-0.135,34.007,DNA,15,15,0,0,0,0,0,0,0,0,1,85,22.5,941,36,49,22.5,941,36,49,1142,0.014505893,0.940767604,0.000302206,0.000906618,0.030825023,0.007857359,0.003629764,0.235405324,7.56e-05,0.000907441,0.066394434,0.008393829,Afrotropical,-386,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.0951538,774.0951538,0,0,0,0,0,0,0,0,0,0,1.19863808,0.358771703,0.041863822,-0.21558238
P_85,S_159,E_88,pruszynski_2020_human_blood_feeding,Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature,USA,Key West,Ae. aegypti,NA,24.55975,-81.7837,DNA,64,51,13,0,0,0,0,0,0,0,0,86,25.2,1004,42,47,25.2,1004,42,47,3,0,0.933902506,0.03717984,0.000826219,0.002754062,0.003855687,0,0.23389433,0.009311629,0.000206925,0.001586426,0.0011036,Nearctic,-2691,1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.221436,1106.221436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.211296856,0.013721717,1.00949243611609e-17,1.89175066220564e-18
P_85,S_158,E_86,pruszynski_2020_human_blood_feeding,Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature,USA,Florida Keys,Ae. aegypti,NA,24.64344067,-81.43465833,DNA,82,57,20,0,5,0,0,0,0,0,0,87,24.9,1057,39,52,24.9,1057,39,52,2,0,0.866959868,0.021715228,0.012369434,0.064321056,0.002748763,0,0.217142857,0.005438898,0.003304647,0.022650602,0.000688468,Nearctic,-2084,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.8470154,409.8470154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.215473529,0.201314606,1.00949243611609e-17,1.89175066220564e-18
P_85,S_159,E_89,pruszynski_2020_human_blood_feeding,Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature,USA,Key West,Cx. pipiens complex,Cx_quinquefasciatus,24.55975,-81.7837,DNA,82,26,19,0,3,16,13,5,0,0,0,86,25.2,1004,42,47,25.2,1004,42,47,3,0,0.933902506,0.03717984,0.000826219,0.002754062,0.003855687,0,0.23389433,0.009311629,0.000206925,0.001586426,0.0011036,Nearctic,-2691,1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.221436,1106.221436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.211296856,0.013721717,1.00949243611609e-17,1.89175066220564e-18
P_85,S_158,E_87,pruszynski_2020_human_blood_feeding,Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature,USA,Florida Keys,Cx. pipiens complex,Cx_quinquefasciatus,24.64344067,-81.43465833,DNA,51,13,7,0,12,5,11,3,0,0,0,87,24.9,1057,39,52,24.9,1057,39,52,2,0,0.866959868,0.021715228,0.012369434,0.064321056,0.002748763,0,0.217142857,0.005438898,0.003304647,0.022650602,0.000688468,Nearctic,-2084,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.8470154,409.8470154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.215473529,0.201314606,1.00949243611609e-17,1.89175066220564e-18
P_86,S_160,E_91,radrova_2013_feeding_behavior_and,Feeding Behavior and Spatial Distribution of Culex Mosquitoes (Diptera: Culicidae) in Wetland Areas of the Czech Republic,Czech Republic,"České Budějovice, Černíš, Zadní Topole, Blatec, Řežabinec; Mikulov, Nestyt, Nový, Mušlov",Cx. pipiens complex,Cx_pipiens_sl,49.0415,14.91175,DNA,59,2,2,0,1,0,52,2,0,0,0,88,7.7,706,37,36,7.7,706,37,36,460,0.156831366,0.059811962,0.00820164,0.055611122,0.023404681,0,0.039127614,0.014922394,0.002046215,0.048759794,0.012526825,0,Palearctic,5056,3001,0,1032.438799,8788.621133,343.0941861,13.30388667,11.69226986,1317.001551,63.78459066,0,1032.438799,8788.621133,343.0941861,13.30388667,11.69226986,1317.001551,63.78459066,24.30395699,24.30395699,75.47686052,1032.438799,1107.91566,9131.715319,2438.221097,75.47686052,1032.438799,1107.91566,9131.715319,2438.221097,-0.110723084,0.125547845,0.005405701,-0.151462281
P_90,S_176,E_108,romero-vega_2023_seasonal_changes_in,"Seasonal changes in the diversity, host preferences and infectivity of mosquitoes in two arbovirus-endemic regions of Costa Rica",Costa Rica,Talamanka,Cx. pipiens complex,Cx_quinquefasciatus,9.569,-82.972,DNA,25,9,1,0,0,14,0,1,0,0,0,89,25.4,2536,139,22,25.4,2536,139,22,71,0.009833135,0,0,0,0.98897497,0,0.0024603,0,0,0,0.988145829,0,Panamanian,8363,1009,0,606.9621428,4300.354698,81.31856946,75.54016142,0.080913578,575.9024149,0.092385115,0,606.9621428,4300.354698,81.31856946,75.54016142,0.080913578,575.9024149,0.092385115,10.85808468,10.85808468,0.173298693,606.9621428,607.1354415,4381.673267,1258.578018,0.173298693,606.9621428,607.1354415,4381.673267,1258.578018,-0.923144303,0.997061165,0.027900941,-0.224160306
P_91,S_178,E_110,santos_2019_molecular_identification_of,"Molecular identification of blood meals in mosquitoes (Diptera, Culicidae) in urban and forested habitats in southern Brazil",Brazil,Ilha dos Valadares,Cx. pipiens complex,Cx_quinquefasciatus,-25.526,-48.505,DNA,27,4,4,0,0,17,2,0,0,0,0,90,20.5,2056,80,43,20.5,2056,80,43,7,0.013395298,0.387916894,0.072717332,0.000273373,0.428649535,0.007107709,0.003351573,0.097058824,0.018194254,0.004514364,0.548358413,0.002804378,Neotropical,3310,5069,13.62947916,296.8483083,575411.4316,14.56816153,92.36899103,76.39374644,236.4365064,108.5978745,13.62947916,296.8483083,575411.4316,14.56816153,92.36899103,76.39374644,236.4365064,108.5978745,6747.775879,6747.775879,184.9916209,310.4777875,495.4694084,575425.9998,824.2749058,184.9916209,310.4777875,495.4694084,575425.9998,824.2749058,0.574735865,0.845423885,-0.917105996,0.118668356
P_6,S_123,E_32,Bakran-Lebl_2022_Diversity_of_West,Diversity of West Nile and Usutu virus strains in mosquitoes at an international airport in Austria,Austria,ViennaInternational Airpor,Cx. pipiens complex,Cx_pipiens_f_pipiens,48.111,16.569,DNA,11,0,0,0,3,0,8,0,0,0,0,91,9.9,627,34,27,9.9,627,34,27,194,0.101874491,0.028728606,0.128565607,0.002852486,0.121638142,0,0.025414252,0.007166819,0.032072786,0.002134797,0.108620514,0,Palearctic,4319,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.1117096,228.1117096,0,0,0,0,0,0,0,0,0,0,-0.10495605,0.044586495,0.041863822,-0.21558238
P_14,S_34,E_145,carrasquilla_2023_pathogens_reservoirs_and,"Pathogens, reservoirs, and vectors involved in the transmission of vector-borne and zoonotic diseases in a Colombian region",Colombia,"La Mesa, San Joaquin",Ae. aegypti,NA,4.6345,-74.4915,DNA,25,25,0,0,0,0,0,0,0,0,1,92,20.6,1360,49,41,20.6,1360,49,41,945,0.031052156,0,0.004823636,0.005728068,0.502864034,0.453723244,0.007754856,0,0.001204638,0.008357175,0.598177985,0.332480048,Panamanian,6162,1958,9.617600002,3939.971025,179575.0277,104.4838611,351.6690105,68.89420438,2402.536628,103.8499248,9.617600002,3939.971025,179575.0277,104.4838611,351.6690105,68.89420438,2402.536628,103.8499248,208.6913757,208.6913757,172.7441292,3949.588625,4122.332754,179679.5116,6876.538393,172.7441292,3949.588625,4122.332754,179679.5116,6876.538393,-0.66636931,0.46861553,-0.255331892,-0.098744176
P_39,S_75,E_200,hamer_2009_host_selection_by,Host Selection by Culex pipiens Mosquitoes and West Nile Virus Amplification,USA,"Cook County, Southwester Chicago",Cx. pipiens complex,Cx_pipiens_sl,41.82,-87.757,DNA,636,100,3,0,18,0,515,0,0,0,0,93,10,929,36,28,10,929,36,28,184,0.011993664,0.000678887,0.955419778,0.00407332,0.007920344,0.000452591,0.003003684,0.00017002,0.239274582,0.013261547,0.057013318,0.00017002,Nearctic,2759,1894,0,0,0.947810561,1.431659285,70.50217374,0.025005873,81.8809585,0.117459189,0,0,0.947810561,1.431659285,70.50217374,0.025005873,81.8809585,0.117459189,1101.902222,1101.902222,0.142465062,0,0.142465062,2.379469846,152.5255973,0.142465062,0,0.142465062,2.379469846,152.5255973,0.129300821,-0.951404804,0.039808117,-0.256428533
P_36,S_71,E_196,greenberg_2013_identification_of_blood,"Identification of blood meal sources in Aedes vexans and Culex quinquefasciatus in Bernalillo County, New Mexico",USA,"Bernalillo County,  Rio Grande Bosque",Cx. pipiens complex,Cx_quinquefasciatus,35.035,-106.687,DNA,96,0,2,9,2,1,72,10,4,6,0,94,12.8,241,12,50,12.8,241,12,50,1502,0.072067594,0.007952286,0.343190855,0.06361829,0.016153082,0.440606362,0.018035948,0.001990174,0.085888426,0.054543193,0.012376392,0.622613347,Nearctic,1919,995,0,353.5428912,158.2155234,2.703314744,191.1775336,32.27633919,33.08313955,8.065941866,0,353.5428912,158.2155234,2.703314744,191.1775336,32.27633919,33.08313955,8.065941866,1408.615112,1408.615112,40.34228106,353.5428912,393.8851723,160.9188381,618.1458454,40.34228106,353.5428912,393.8851723,160.9188381,618.1458454,-0.245267237,-0.627395791,0.048827224,-0.308019275
P_96,S_184,E_121,tiawsirisup_2012_mosquito_distribution_and,"Mosquito Distribution and Japanese Encephalitis Virus Infection in a Bat Cave and Its Surrounding Area in Lopburi Province, Central Thailand",Thailand,"Lopburi Province, bat cave",Cx. pipiens complex,Cx_quinquefasciatus,14.801,100.651,DNA,21,0,0,0,21,0,0,0,0,0,0,95,28.1,1279,5,78,28.1,1279,5,78,19,0.845659164,0,0.015492546,0.000584624,0.055831628,0.000876937,0.211631309,0,0.003877103,0.002999268,0.055669349,0.000219459,Oriental,5203,1537,389.0544826,981.707448,18053.34193,1629.133074,0.105429133,746.3231677,8784.967864,20.84213465,389.0544826,981.707448,18053.34193,1629.133074,0.105429133,746.3231677,8784.967864,20.84213465,363.2235718,363.2235718,767.1653024,1370.761931,2137.927233,19682.475,10923.00053,767.1653024,1370.761931,2137.927233,19682.475,10923.00053,-0.649526108,0.308374757,-0.19967864,-0.11014484
P_97,S_185,E_122,tiron_2021_characterization_and_host-feeding,Characterization and Host-Feeding Patterns of Culex pipiens s.l. Taxa in a West Nile Virus-Endemic Area in Southeastern Romania,Romania,Bucharest and surrounding Ilfov county,Cx. pipiens complex,Cx_pipiens_sl,44.44666667,26.11833333,DNA,216,33,27,20,0,0,136,0,0,0,0,96,10.8,598,36,28,10.8,598,36,28,81,0.154614549,0.030618893,0.619761129,0.00369164,0.055374593,0,0.038666232,0.007657217,0.154990768,0.005376344,0.080916694,0,Palearctic,3247,2212,0,393.7398478,14473.03399,846.7216403,74.29877209,399.3534215,3058.817906,1340.933126,0,393.7398478,14473.03399,846.7216403,74.29877209,399.3534215,3058.817906,1340.933126,11544.13184,11544.13184,1740.286548,393.7398478,2134.026395,15319.75563,5267.143073,1740.286548,393.7398478,2134.026395,15319.75563,5267.143073,0.028941373,-0.482863837,-0.020662149,-0.06894218
P_11,S_31,E_142,Burkett-Cadena_2014_Innate_preference_or,Innate preference or opportunism: mosquitoes feeding on birds of prey at the Southeastern Raptor Center,USA,"Southeastern Raptor Center, Auburn University",Cx. pipiens complex,Cx_quinquefasciatus,32.598,-85.512,DNA,66,23,0,0,8,0,19,16,16,0,0,97,17.1,1418,72,22,17.1,1418,72,22,204,0.031952965,0.002811861,0.082566462,0.259713701,0.211400818,0.007668712,0.007988752,0.00070301,0.020642935,0.194669905,0.248737777,0.016360964,Nearctic,6503,1531,0,194.1949964,129.9035339,1.682110447,95.98194984,54.09439983,0.578206023,13.08932574,0,194.1949964,129.9035339,1.682110447,95.98194984,54.09439983,0.578206023,13.08932574,164.4077454,164.4077454,67.18372557,194.1949964,261.378722,131.5856443,357.9388778,67.18372557,194.1949964,261.378722,131.5856443,357.9388778,-0.570615278,-0.119896021,0.048126548,-0.255987947
P_99,S_187,E_124,tuten_2012_blood-feeding_ecology_of,Blood-feeding ecology of mosquitoes in zoos,United Kingdom,Chester Zoo,Cx. pipiens complex,Cx_pipiens_complex,53.227,-2.877,DNA,120,49,0,2,0,2,55,12,10,2,0,98,9.4,765,45,18,9.4,765,45,18,29,0.028294998,0.053486674,0.189485214,0.422964586,0.025556773,0.000912742,0.007074395,0.013372889,0.047375628,0.435235052,0.029758101,0.000228206,Palearctic,5285,2718,1.83123076,4921.770741,17291.57061,103.3060452,102.2846682,41.63756091,858.0897522,1694.661147,1.83123076,4921.770741,17291.57061,103.3060452,102.2846682,41.63756091,858.0897522,1694.661147,172.023941,172.023941,1736.298708,4923.601972,6659.90068,17394.87666,7620.2751,1736.298708,4923.601972,6659.90068,17394.87666,7620.2751,-0.255775932,-0.418650106,0.10790231,0.063387974
P_99,S_188,E_125,tuten_2012_blood-feeding_ecology_of,Blood-feeding ecology of mosquitoes in zoos,United Kingdom,Flamingo Land,Cx. pipiens complex,Cx_pipiens_complex,54.205,-0.806,DNA,12,10,1,0,0,0,0,1,0,1,0,99,9,739,51,12,9,739,51,12,23,0.047321429,0,0.020535714,0.11375,0.061785714,0,0.011826134,0,0.005132096,0.151553017,0.046456623,0,Palearctic,5210,2327,0.121438246,2807.518552,75741.82589,853.9001543,76.90826345,72.78041043,5927.288342,7340.669711,0.121438246,2807.518552,75741.82589,853.9001543,76.90826345,72.78041043,5927.288342,7340.669711,51.21101379,51.21101379,7413.450121,2807.63999,10221.09011,76595.72604,16225.28672,7413.450121,2807.63999,10221.09011,76595.72604,16225.28672,-0.252463533,-0.047263877,-0.047614936,0.404398106
P_62,S_115,E_19,little_2021_host_interactions_of,"Host interactions of Aedes albopictus, an invasive vector of arboviruses, in Virginia, USA",USA,"Suffolk, Hampton Roads, Tidewater area",Ae. albopictus,NA,36.741,-76.61,DNA,773,70,487,0,206,0,3,7,0,0,0,100,14.9,1180,74,17,14.9,1180,74,17,20,0.059124088,0.041119221,0.064963504,0.005839416,0.237469586,0.000973236,0.014784619,0.010282307,0.016244828,0.005293259,0.241847165,0.004623996,Nearctic,6367,1611,0,65.53149167,22874.39801,11.49932339,325.7091268,30.47388283,92.28794315,11.00809127,0,65.53149167,22874.39801,11.49932339,325.7091268,30.47388283,92.28794315,11.00809127,179.336731,179.336731,41.4819741,65.53149167,107.0134658,22885.89733,525.0105357,41.4819741,65.53149167,107.0134658,22885.89733,525.0105357,-0.422910344,0.170906977,0.00473519,-0.385522304
P_38,S_74,E_199,hamer_2008_culex_pipiens_(diptera,Culex pipiens (Diptera : Culicidae): A bridge vector of West Nile virus to humans,USA,southwest suburban Chicago,Cx. pipiens complex,Cx_pipiens_sl,41.784,-87.717,DNA,245,44,1,0,9,0,191,0,0,0,0,101,10,929,36,28,10,929,36,28,188,0.01043794,0.000453823,0.968459269,0.004084411,0.004765146,0.000226912,0.002609189,0.000113443,0.242087351,0.013442995,0.064435621,0.000510493,Nearctic,2727,1917,0,0,44.70089209,1.597531736,62.51911625,1.665021297,93.1619521,20.43907971,0,0,44.70089209,1.597531736,62.51911625,1.665021297,93.1619521,20.43907971,7161.415527,7161.415527,22.10410101,0,22.10410101,46.29842383,177.7851694,22.10410101,0,22.10410101,46.29842383,177.7851694,0.138680284,-0.964841218,0.039929521,-0.250186949
P_54,S_104,E_6,kim_2009_bloodmeal_identification_and,"Bloodmeal Identification and Detection of Avian Malaria Parasite From Mosquitoes (Diptera: Culicidae) Inhabiting Coastal Areas of Tokyo Bay, Japan",Japan,Tokyo Port Wild Bird Park,Cx. pipiens complex,Cx_pipiens_f_pallens,35.586,139.761,DNA,20,0,0,1,0,0,19,0,0,0,5,102,15.7,1475,50,39,15.7,1475,50,39,6,0.028388052,0.358430017,0.597877067,0.001727968,0.000740558,0,0.007102711,0.089679452,0.149589278,0.000494102,0.001482305,0,Sino-Japanese,660,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13803.16992,13803.16992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657184378,-0.462441486,1.00949243611609e-17,1.89175066220564e-18
P_54,S_104,E_5,kim_2009_bloodmeal_identification_and,"Bloodmeal Identification and Detection of Avian Malaria Parasite From Mosquitoes (Diptera: Culicidae) Inhabiting Coastal Areas of Tokyo Bay, Japan",Japan,Tokyo Port Wild Bird Park,Ae. albopictus,NA,35.586,139.761,DNA,12,4,2,0,6,0,0,0,0,0,2,102,15.7,1475,50,39,15.7,1475,50,39,6,0.028388052,0.358430017,0.597877067,0.001727968,0.000740558,0,0.007102711,0.089679452,0.149589278,0.000494102,0.001482305,0,Sino-Japanese,660,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13803.16992,13803.16992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657184378,-0.462441486,1.00949243611609e-17,1.89175066220564e-18
