"","Study_ID","Site_ID","Exp_ID","Study_Code","Study_title","Country","Site","Vector","Vector_subtype","Lat","Long","Method_screen","Indoors_Outside","n_total","n_human","n_mammPet","n_mammFarmed","n_mammWild","n_birdDomest","n_birdWild","n_others","n_birdZoo","n_mammZoo","n_unidentified","bio1_b10","bio12_b10","bio14_b10","bio15_b10","bio1_b20","bio12_b20","bio14_b20","bio15_b20","elevation","cropland_b10","water_b10","urban_b10","grassland_b10","treecover_b10","shrubland_b10","cropland_b20","water_b20","urban_b20","grassland_b20","treecover_b20","shrubland_b20","realm","NDVI.mean","NDVI.SD","glw3_buffalo_b10","glw3_cattle_b10","glw3_chicken_b10","glw3_duck_b10","glw3_horse_b10","glw3_goat_b10","glw3_pig_b10","glw3_sheep_b10","glw3_buffalo_b20","glw3_cattle_b20","glw3_chicken_b20","glw3_duck_b20","glw3_horse_b20","glw3_goat_b20","glw3_pig_b20","glw3_sheep_b20","glw3_sheep.goat_b10","glw3_cattle2_b10","glw3_ruminant_b10","glw3_poultry_b10","glw3_livestock_b10","glw3_sheep.goat_b20","glw3_cattle2_b20","glw3_ruminant_b20","glw3_poultry_b20","glw3_livestock_b20","gpw4_human_b10","gpw4_human_b20","landcov_PC1","landcov_PC2","farmed_PC1","farmed_PC2"
"78","P_1","S_88","E_100","kim_2009_bloodmeal_identification_and","Bloodmeal Identification and Detection of Avian Malaria Parasite From Mosquitoes (Diptera: Culicidae) Inhabiting Coastal Areas of Tokyo Bay, Japan","Japan","Tokyo Port Wild Bird Park","Cx. pipiens complex","Cx_pipiens_f_pallens",35.586,139.761,"DNA","Outside",20,0,0,1,0,0,19,0,0,0,5,15.7,1475,50,39,15.7,1475,50,39,6,0.0283880523327573,0.358430017279684,0.597877067390768,0.00172796840286349,0.000740557886941496,0,0.00710271138286702,0.0896794515471558,0.149589277993947,0.000494101661416836,0.00148230498425051,0,"Sino-Japanese",660,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13803.169921875,13803.169921875,-0.694778911120562,0.453290571597243,1.74920384962388e-19,3.42406239645597e-18
"79","P_1","S_88","E_101","kim_2009_bloodmeal_identification_and","Bloodmeal Identification and Detection of Avian Malaria Parasite From Mosquitoes (Diptera: Culicidae) Inhabiting Coastal Areas of Tokyo Bay, Japan","Japan","Tokyo Port Wild Bird Park","Ae. albopictus",NA,35.586,139.761,"DNA","Outside",12,4,2,0,6,0,0,0,0,0,2,15.7,1475,50,39,15.7,1475,50,39,6,0.0283880523327573,0.358430017279684,0.597877067390768,0.00172796840286349,0.000740557886941496,0,0.00710271138286702,0.0896794515471558,0.149589277993947,0.000494101661416836,0.00148230498425051,0,"Sino-Japanese",660,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13803.169921875,13803.169921875,-0.694778911120562,0.453290571597243,1.74920384962388e-19,3.42406239645597e-18
"80","P_1","S_89","E_102","kim_2010_seasonal_changes_in","Seasonal changes in the feeding pattern of Culex pipiens pallens govern the transmission","Japan","Rinshi-no-mori Park, Tokyo","Cx. pipiens complex","Cx_pipiens_f_pallens",35.625,139.703,"DNA","Outside",214,0,0,0,0,0,214,0,0,0,0,15.7,1475,50,39,15.7,1475,50,39,33,0.0212293260923229,0.0942977042705505,0.87138978030116,0.00123426314490249,0.00419649469266848,0,0.00530765907547985,0.0235758810096896,0.21786088995865,0.000493735727951614,0.00425847065358267,0,"Sino-Japanese",2033,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125.216796875,18125.216796875,-0.274135266650218,0.908139988800848,-0.0708907524229942,-0.213171361595841
"81","P_1","S_90","E_103","kim_2012_avian_plasmodium_lineages","Avian Plasmodium lineages found in spot surveys of mosquitoes from 2007 to 2010 at Sakata wetland, Japan: do dominant lineages persist for multiple years?","Japan","Sakata wetland","Cx. pipiens complex","Cx_pipiens_f_pallens",37.787,138.837,"DNA","Outside",14,0,0,0,1,0,13,0,0,0,7,13.1,2012,102,30,13.1,2012,102,30,62,0.31957773512476,0.458013435700576,0.0443857965451056,0,0.0513435700575816,0,0.0799519807923169,0.114585834333733,0.0111044417767107,0.000420168067226891,0.0218487394957983,0,"Sino-Japanese",615,3868,0,273.284373649211,189144.492081887,7997.24068222791,1.53178971821475e-07,0,3650.33527892543,0,0,273.284373649211,189144.492081887,7997.24068222791,1.53178971821475e-07,0,3650.33527892543,0,0,273.284373649211,273.284373649211,197141.732764115,3923.61965272782,0,273.284373649211,273.284373649211,197141.732764115,3923.61965272782,1141.25183105469,1141.25183105469,-0.734783838179114,-0.370867023281234,-0.373117210759852,0.16225516895208
"82","P_1","S_26","E_104","kim_2017_host-feeding_pattern_and","Host-feeding_pattern_and_dengue_virus_detection_of_Aedes_albopictus(Diptera:Culicidae)_captured_in_an_urban_park_in_Korea","South_Korea","Seoul","Ae. albopictus",NA,37.871,127.644,"DNA","Outside",90,55,5,0,4,0,23,3,0,0,0,9.3,1403,22,96,9.3,1403,22,96,263,0.0419563653800048,0.063533924718293,0.0479501318628626,0.00287700791177176,0.540637736753776,0.0146247902181731,0.0104997900041999,0.0158996820063599,0.0119997600047999,0.00179996400071999,0.625787484250315,0.00725985480290394,"Palearctic",4975,2539,0,2325.27006197094,75289.9582280273,3046.81763368996,24.4240082455073,1.95337878780829,4734.95999467747,0,0,2325.27006197094,75289.9582280273,3046.81763368996,24.4240082455073,1.95337878780829,4734.95999467747,0,1.95337878780829,2325.27006197094,2327.22344075875,78336.7758617173,7086.60744368173,1.95337878780829,2325.27006197094,2327.22344075875,78336.7758617173,7086.60744368173,256.830749511719,256.830749511719,0.198210858361877,-0.571112232557169,-0.186365558558455,0.0466306562780083
"83","P_1","S_91","E_105","kim_2017_host-feeding_pattern_and","Host-feeding_pattern_and_dengue_virus_detection_ofAedes_albopictus(Diptera:Culicidae)_captured_in_an_urban_park_in_Korea","South_Korea","Seoul","Ae. albopictus",NA,35.553,127.634,"DNA","Outside",58,56,0,0,0,0,2,0,0,0,0,10,1466,32,76,10,1466,32,76,500,0.108114794656111,0.00321622958931222,0.0012370113805047,0.00074220682830282,0.412172191984166,0.00667986145472538,0.0269819708570017,0.000802667325265498,0.000308718202025191,0.000308718202025191,0.376944924672759,0.0101877006668313,"Palearctic",5813,1990,0,3426.26306197841,57239.4617201767,13913.5064714124,2.91509175200658,145.114726541266,4523.69632030828,1.47193448820172e-07,0,3426.26306197841,57239.4617201767,13913.5064714124,2.91509175200658,145.114726541266,4523.69632030828,1.47193448820172e-07,145.11472668846,3426.26306197841,3571.37778866687,71152.968191589,8097.98920072716,145.11472668846,3426.26306197841,3571.37778866687,71152.968191589,8097.98920072716,52.2135162353516,52.2135162353516,0.390723545804005,-0.419411183024143,-0.202094033626293,0.172701184066848
"84","P_1","S_92","E_106","kobayashi_2008_distribution_and_ecology","Distribution and Ecology of Potential Vector Mosquitoes of West Nile Fever in Japan","Japan","Narita International Airport","Cx. pipiens complex","Cx_pipiens_f_pallens",35.774,140.306,"DNA","Outside",112,24,21,0,0,0,67,0,0,0,22,14.8,1422,51,36,14.8,1422,51,36,28,0.630386604284659,0.0221620290568825,0.132479684806698,0,0.104654026101945,0,0.157684016014783,0.00554357868801971,0.0331382814906067,0,0.101077918078226,0,"Sino-Japanese",4966,1730,0,1292.89150013768,252601.042734054,6338.52373078122,16.9929429416124,0.000241106953147675,11730.7352589745,1.89134702774579,0,1292.89150013768,252601.042734054,6338.52373078122,16.9929429416124,0.000241106953147675,11730.7352589745,1.89134702774579,1.89158813469894,1292.89150013768,1294.78308827237,258939.566464836,13042.5112901885,1.89158813469894,1292.89150013768,1294.78308827237,258939.566464836,13042.5112901885,611.869812011719,611.869812011719,0.40856454176719,-0.0766818541414343,-0.533944267291791,0.403030363016666
"85","P_1","S_93","E_107","komar_2018_forage_ratio_analysis","Forage Ratio Analysis of the Southern House Mosquito in College Station, Texas","USA","College Station, Texas A&M University main Campus","Cx. pipiens complex","Cx_quinquefasciatus",30.600641,-96.349881,"DNA","Outside",310,0,0,3,9,0,298,0,0,0,0,20.1,994,52,25,20.1,994,52,25,102,0.0774261051530212,0.000523149359142035,0.155636934344755,0.543290609469003,0.0465602929636411,0.0282500653936699,0.0193299810618429,0.000130607980147587,0.0388558740939071,0.597074381244694,0.0465617449226148,0.0193952850519167,"Nearctic",5181,1411,0,1621.14328154028,1693.39364983183,6.65267821817253,554.820851688314,122.58956588263,51.1160549772965,45.2021703928737,0,1621.14328154028,1693.39364983183,6.65267821817253,554.820851688314,122.58956588263,51.1160549772965,45.2021703928737,167.791736275504,1621.14328154028,1788.93501781578,1700.04632805,2394.87192448139,167.791736275504,1621.14328154028,1788.93501781578,1700.04632805,2394.87192448139,50.1020889282227,50.1020889282227,0.5133810581716,0.731325918614016,-0.18526110271488,-0.471946340009288
"86","P_1","S_94","E_108","kothera_2020_bloodmeal_host_selection","Bloodmeal, Host Selection, and Genetic Admixture Analyses of Cx_pipiens_complex (Diptera: Culicidae) Mosquitoes in Chicago, IL","USA","Chicago","Cx. pipiens complex","Cx_pipiens_f_pipiens",41.8382428571429,-87.6824285714286,"DNA","Outside",757,2,0,0,0,5,750,0,0,0,1,9.8,914,37,27,9.8,914,37,27,182,0.00271677609237039,0.111614217794883,0.87978265791261,0,0.000905592030790129,0.000452796015395065,0.000679694137638063,0.0279241008212971,0.220107618238459,0.010308694420844,0.0180118946474087,0.000509770603228547,"Nearctic",1721,2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960.98156738281,1960.98156738281,-0.434403389141205,0.823704160201627,-0.0708907524229942,-0.213171361595841
"87","P_1","S_95","E_109","little_2021_host_interactions_of","Host interactions of Aedes albopictus, an invasive vector of arboviruses, in Virginia, USA","USA","Suffolk, Hampton Roads, Tidewater area","Ae. albopictus",NA,36.741,-76.61,"DNA","Outside",773,70,487,0,206,0,3,7,0,0,0,14.9,1180,74,17,14.9,1180,74,17,20,0.0591240875912409,0.0411192214111922,0.064963503649635,0.00583941605839416,0.237469586374696,0.00097323600973236,0.0147846191287418,0.0102823071306887,0.0162448284254076,0.00529325870041373,0.241847164760282,0.00462399610610854,"Nearctic",6367,1611,0,65.531491673944,22874.398013616,11.4993233869923,325.709126841688,30.4738828292828,92.2879431454132,11.0080912688956,0,65.531491673944,22874.398013616,11.4993233869923,325.709126841688,30.4738828292828,92.2879431454132,11.0080912688956,41.4819740981784,65.531491673944,107.013465772122,22885.897337003,525.010535759224,41.4819740981784,65.531491673944,107.013465772122,22885.897337003,525.010535759224,179.336730957031,179.336730957031,0.385074279615683,-0.148919014454073,-0.19180246566633,-0.365364441958397
"88","P_1","S_96","E_110","mackay_2010_host_feeding_patterns","Host Feeding Patterns of Culex Mosquitoes (Diptera: Culicidae) in East Baton Rouge Parish, Louisiana","USA","East Baton Rouge Paris, East Feliciana Parish, Iberville Parish","Cx. pipiens complex","Cx_quinquefasciatus",30.4520785714286,-91.0308571428571,"DNA","Outside",682,48,70,27,136,28,373,0,0,0,0,19.4,1538,85,14,19.4,1538,85,14,17,0.0337431336646613,0,0.409102798849071,0.206643996861104,0.0258958932775307,0.00209259743656814,0.00843412880026152,0,0.102255639097744,0.271984308597581,0.0211833932657731,0.00791108205295848,"Nearctic",5726,1680,0,772.026907409937,7868.62964271213,8.44903315472665,290.759853477213,48.5157809071289,5.86390045862849,26.8618851118332,0,772.026907409937,7868.62964271213,8.44903315472665,290.759853477213,48.5157809071289,5.86390045862849,26.8618851118332,75.3776660189621,772.026907409937,847.404573428899,7877.07867586686,1144.02832736474,75.3776660189621,772.026907409937,847.404573428899,7877.07867586686,1144.02832736474,1811.59753417969,1811.59753417969,0.307000620640373,0.60956437781323,-0.140901118659622,-0.344175706687642
"89","P_1","S_97","E_111","mann_2020_feeding_habits_of","Feeding_Habits_of_Vector_Mosquitoes_in_Harris_County,_TX,_(2018)","USA","Harris County","Ae. aegypti",NA,29.868,-95.435,"DNA","Outside",26,13,0,0,0,9,4,0,0,0,0,20.3,1188,75,18,20.3,1188,75,18,30,0.0377952755905512,0,0.884251968503937,0.0503937007874016,0.010498687664042,0.0005249343832021,0.00947742529946031,0,0.22173226273529,0.0681848097933395,0.011517704356983,0.000789785441621693,"Nearctic",4349,1310,730.650968131575,700.18482817531,157.640537651415,11.1631768206349,322.066354508743,52.0032575689208,8.39206028514076,25.8709031507993,730.650968131575,700.18482817531,157.640537651415,11.1631768206349,322.066354508743,52.0032575689208,8.39206028514076,25.8709031507993,77.8741607197201,1430.83579630689,1508.70995702661,168.80371447205,1839.16837182049,77.8741607197201,1430.83579630689,1508.70995702661,168.80371447205,1839.16837182049,577.045532226562,577.045532226562,0.0750413620092506,0.96914173792062,-0.272744274434305,-0.604597821742322
"90","P_1","S_97","E_113","mann_2020_feeding_habits_of","Feeding_Habits_of_Vector_Mosquitoes_in_Harris_County,_TX,_(2018)","USA","Harris County","Cx. pipiens complex","Cx_quinquefasciatus",29.868,-95.435,"DNA","Outside",20,5,0,0,2,8,5,0,0,0,0,20.3,1188,75,18,20.3,1188,75,18,30,0.0377952755905512,0,0.884251968503937,0.0503937007874016,0.010498687664042,0.0005249343832021,0.00947742529946031,0,0.22173226273529,0.0681848097933395,0.011517704356983,0.000789785441621693,"Nearctic",4349,1310,730.650968131575,700.18482817531,157.640537651415,11.1631768206349,322.066354508743,52.0032575689208,8.39206028514076,25.8709031507993,730.650968131575,700.18482817531,157.640537651415,11.1631768206349,322.066354508743,52.0032575689208,8.39206028514076,25.8709031507993,77.8741607197201,1430.83579630689,1508.70995702661,168.80371447205,1839.16837182049,77.8741607197201,1430.83579630689,1508.70995702661,168.80371447205,1839.16837182049,577.045532226562,577.045532226562,0.0750413620092506,0.96914173792062,-0.272744274434305,-0.604597821742322
"91","P_1","S_99","E_115","martinez-de_2013_host-feeding_pattern_of","Effect of blood meal digestion and DNA extraction protocol on the success of blood meal source determination in the malaria vector Anopheles atroparvus","Spain","Cañada de los Pájaros","Cx. pipiens complex","Cx_pipiens_sl",37.21,-6.139,"DNA","Both_In_&_Out",24,0,7,0,0,8,9,0,0,0,0,18.3,569,1,64,18.3,569,1,64,14,0.637660140198211,0.0251389896059947,0.00700991056321006,0.000725163161711385,0.0555958423978729,0.00048344210780759,0.15963691376702,0.00629349470499244,0.00175491679273828,0.00127080181543116,0.0314069591527988,0.000121028744326778,"Palearctic",3768,2408,0,411.185004055775,0,17.4835893607137,34.1503984219127,216.43847606991,1344.05277929166,0,0,411.185004055775,0,17.4835893607137,34.1503984219127,216.43847606991,1344.05277929166,0,216.43847606991,411.185004055775,627.623480125685,17.4835893607137,2005.82665783925,216.43847606991,411.185004055775,627.623480125685,17.4835893607137,2005.82665783925,35.6973571777344,35.6973571777344,0.220564330306465,-0.181561545749838,-0.0722271282884943,-0.177333095685396
"92","P_1","S_19","E_116","martinez-de_2015_avian_malaria_parasites","Avian malaria parasites in the last supper: identifying encounters between parasites and the invasive Asian mosquito tiger and native mosquito species in Italy_identifying_encounters_between_parasites_and_the_invasive_Asian_mosquito_tiger_and_native_mosquito_species_in_Italy","Italy","Trento","Ae. albopictus",NA,45.795,11.695,"DNA","Outside",34,31,0,0,1,0,2,0,0,0,0,12.4,954,61,16,12.4,954,61,16,693,0.197281800806965,0,0.132299851348482,0.0114674028456148,0.459120832448503,0,0.0492968957283099,0,0.0330591668877686,0.0520562483417352,0.31170071637039,0,"Palearctic",5865,2176,6.6373743450959e-05,1303.7610371036,515.38561950775,252.542962353976,126.602972901823,7.37814539835481,59.0196882990374,31.6093345099716,6.6373743450959e-05,1303.7610371036,515.38561950775,252.542962353976,126.602972901823,7.37814539835481,59.0196882990374,31.6093345099716,38.9874799083264,1303.76110347734,1342.74858338567,767.928581861725,1528.37124458653,38.9874799083264,1303.76110347734,1342.74858338567,767.928581861725,1528.37124458653,7.68853807449341,7.68853807449341,0.393976676087204,-0.39344915133764,-0.0724071958109187,-0.245020231554766
"93","P_1","S_100","E_117","martinez-de_2020_do_invasive_mosquito","Do Invasive Mosquito and Bird Species Alter Avian Malaria Parasite Transmission?","Spain","Ciutat Vella, inlcuding Zoo","Ae. albopictus",NA,41.383,2.138,"DNA","Outside",20,18,2,0,0,0,0,0,0,0,0,16.1,613,27,30,16.1,613,27,30,82,0.0406392694063927,0.227853881278539,0.46986301369863,0.004337899543379,0.0244292237442922,0.00799086757990868,0.0101488112207081,0.0569017617880153,0.117338502765266,0.00250869490848965,0.0519984035577855,0.0127715377159473,"Palearctic",2060,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926.701171875,15926.701171875,-0.530229305182517,0.244564517094935,-0.0708907524229942,-0.213171361595841
"94","P_1","S_100","E_118","martinez-de_2020_do_invasive_mosquito","Do Invasive Mosquito and Bird Species Alter Avian Malaria Parasite Transmission?","Spain","Ciutat Vella, inlcuding Zoo","Cx. pipiens complex","Cx_pipiens_sl",41.383,2.138,"DNA","Outside",263,37,1,0,13,0,212,0,0,0,0,16.1,613,27,30,16.1,613,27,30,82,0.0406392694063927,0.227853881278539,0.46986301369863,0.004337899543379,0.0244292237442922,0.00799086757990868,0.0101488112207081,0.0569017617880153,0.117338502765266,0.00250869490848965,0.0519984035577855,0.0127715377159473,"Palearctic",2060,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926.701171875,15926.701171875,-0.530229305182517,0.244564517094935,-0.0708907524229942,-0.213171361595841
"95","P_1","S_101","E_120","martinez-de_2020_mosquitoes_in_an","Mosquitoes in an Urban Zoo: Identification of Blood Meals, Flight Distances of Engorged Females, and Avian Malaria Infections","Spain","Barcelona Zoo","Cx. pipiens complex","Cx_pipiens_sl",41.388,2.187,"DNA","Outside",77,3,1,0,2,0,71,0,0,0,0,16.1,618,27,30,16.1,618,27,30,25,0.00638540478905359,0.423945267958951,0.412314709236032,0.00205245153933865,0.0123147092360319,0.00935005701254276,0.00159735295795539,0.106052826744252,0.103143362427976,0.00222488447715215,0.0358263449141423,0.00895658622853557,"Palearctic",733,3540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15926.7001953125,15926.7001953125,-0.836486988863823,0.131380894716734,1.74920384962388e-19,3.42406239645597e-18
"96","P_1","S_102","E_121","mbewe_2022_blood-feeding_patterns_of","Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions","Malawi","Namanolo (Balaka)","An. funestus",NA,-15.001,35.19001,"DNA","Indoors",95,84,0,11,0,0,0,0,0,0,0,23.3,1036,5,106,23.3,1036,5,106,502,0.0204618532592809,0.0324466530254312,0.000292312189418299,0,0.0412160187079801,0.0368313358667056,0.00511621108025143,0.0081128489986844,7.30887297178775e-05,0,0.111825756468353,0.0279929834819471,"Afrotropical",4674,1974,0,454.512184350339,34927.5551766324,462.548113271931,0,4319.28386350514,923.336182554752,817.248975182144,0,454.512184350339,34927.5551766324,462.548113271931,0,4319.28386350514,923.336182554752,817.248975182144,5136.53283868729,454.512184350339,5591.04502303763,35390.1032899043,6514.38120559238,5136.53283868729,454.512184350339,5591.04502303763,35390.1032899043,6514.38120559238,333.001220703125,333.001220703125,0.1503204263216,0.0181922755397903,0.326406573394219,0.227662852838496
"97","P_1","S_102","E_122","mbewe_2022_blood-feeding_patterns_of","Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions","Malawi","Namanolo (Balaka)","An. gambiae",NA,-15.001,35.19001,"DNA","Indoors",34,29,0,5,0,0,0,0,0,0,0,23.3,1036,5,106,23.3,1036,5,106,502,0.0204618532592809,0.0324466530254312,0.000292312189418299,0,0.0412160187079801,0.0368313358667056,0.00511621108025143,0.0081128489986844,7.30887297178775e-05,0,0.111825756468353,0.0279929834819471,"Afrotropical",4674,1974,0,454.512184350339,34927.5551766324,462.548113271931,0,4319.28386350514,923.336182554752,817.248975182144,0,454.512184350339,34927.5551766324,462.548113271931,0,4319.28386350514,923.336182554752,817.248975182144,5136.53283868729,454.512184350339,5591.04502303763,35390.1032899043,6514.38120559238,5136.53283868729,454.512184350339,5591.04502303763,35390.1032899043,6514.38120559238,333.001220703125,333.001220703125,0.1503204263216,0.0181922755397903,0.326406573394219,0.227662852838496
"98","P_1","S_103","E_123","mbewe_2022_blood-feeding_patterns_of","Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions","Malawi","Ntaja (Machinga)","An. funestus",NA,-14.872,35.528,"DNA","Indoors",91,81,3,7,0,0,0,0,0,0,0,23,1101,5,107,23,1101,5,107,723,0.0506885438031058,0,0.000585994726047466,0,0.00351596835628479,0,0.0126388077147867,0,0.000146113383985973,0,0.0626826417299825,0.0117621274108708,"Afrotropical",4831,1618,0,354.649461949304,21080.9140350002,594.429619584106,0,4702.91890086176,197.455974195364,566.554964552528,0,354.649461949304,21080.9140350002,594.429619584106,0,4702.91890086176,197.455974195364,566.554964552528,5269.47386541429,354.649461949304,5624.1233273636,21675.3436545843,5821.57930155896,5269.47386541429,354.649461949304,5624.1233273636,21675.3436545843,5821.57930155896,1667.34533691406,1667.34533691406,0.223633088844947,0.111278184032299,0.373947669824793,0.216817622271029
"99","P_1","S_103","E_124","mbewe_2022_blood-feeding_patterns_of","Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions","Malawi","Ntaja (Machinga)","An. gambiae",NA,-14.872,35.528,"DNA","Indoors",66,54,0,12,0,0,0,0,0,0,0,23,1101,5,107,23,1101,5,107,723,0.0506885438031058,0,0.000585994726047466,0,0.00351596835628479,0,0.0126388077147867,0,0.000146113383985973,0,0.0626826417299825,0.0117621274108708,"Afrotropical",4831,1618,0,354.649461949304,21080.9140350002,594.429619584106,0,4702.91890086176,197.455974195364,566.554964552528,0,354.649461949304,21080.9140350002,594.429619584106,0,4702.91890086176,197.455974195364,566.554964552528,5269.47386541429,354.649461949304,5624.1233273636,21675.3436545843,5821.57930155896,5269.47386541429,354.649461949304,5624.1233273636,21675.3436545843,5821.57930155896,1667.34533691406,1667.34533691406,0.223633088844947,0.111278184032299,0.373947669824793,0.216817622271029
"100","P_1","S_104","E_125","mbotha_2020_relative_distribution_diversity","Relative Distribution, Diversity, and Bloodmeal Sources of Mosquitoes and Known Vectors of Rift Valley Fever Phlebovirus in Three Differing Ecosystems in Bura, Tana River County, Kenya","Kenya","Bura, Tana RiverCounty","An. funestus",NA,1.2225,39.829,"DNA","Both_In_&_Out",100,8,0,92,0,0,0,0,0,0,0,28,289,1,118,28,289,1,118,220,0,0,0,0.125755743651753,0,0.0782950423216445,0,0,0,0.0521226771415622,0,0.31908143224052,"Afrotropical",2305,659,0,1649.42480824067,363.078301942083,174.897813903466,0,2188.49264613557,8.49814380192722,2493.88669783732,0,1649.42480824067,363.078301942083,174.897813903466,0,2188.49264613557,8.49814380192722,2493.88669783732,4682.37934397289,1649.42480824067,6331.80415221356,537.976115845548,6340.30229601548,4682.37934397289,1649.42480824067,6331.80415221356,537.976115845548,6340.30229601548,17.8581676483154,17.8581676483154,0.191678381100166,0.436540708786763,0.281862167900065,0.0875037350798607
"101","P_1","S_104","E_126","mbotha_2020_relative_distribution_diversity","Relative Distribution, Diversity, and Bloodmeal Sources of Mosquitoes and Known Vectors of Rift Valley Fever Phlebovirus in Three Differing Ecosystems in Bura, Tana River County, Kenya","Kenya","Bura, Tana RiverCounty","An. gambiae",NA,1.2225,39.829,"DNA","Both_In_&_Out",16,6,0,10,0,0,0,0,0,0,0,28,289,1,118,28,289,1,118,220,0,0,0,0.125755743651753,0,0.0782950423216445,0,0,0,0.0521226771415622,0,0.31908143224052,"Afrotropical",2305,659,0,1649.42480824067,363.078301942083,174.897813903466,0,2188.49264613557,8.49814380192722,2493.88669783732,0,1649.42480824067,363.078301942083,174.897813903466,0,2188.49264613557,8.49814380192722,2493.88669783732,4682.37934397289,1649.42480824067,6331.80415221356,537.976115845548,6340.30229601548,4682.37934397289,1649.42480824067,6331.80415221356,537.976115845548,6340.30229601548,17.8581676483154,17.8581676483154,0.191678381100166,0.436540708786763,0.281862167900065,0.0875037350798607
"102","P_1","S_105","E_127","mccann_2014_reemergence_of_anopheles","Reemergence of Anopheles funestus as a Vector of Plasmodium falciparum in Western Kenya after Long-Term Implementation of Insecticide-Treated Bed Nets","Kenya","Asembo_region,_Rarieda_District","An. gambiae",NA,-0.183,34.386,"DNA","Indoors",55,52,0,3,0,0,0,0,0,0,0,22.7,1121,41,45,22.7,1121,41,45,1145,0.371930888147924,0.327371930888148,0.000303122158229767,0,0.22036980903304,0.07790239466505,0.0926877171778214,0.0815833207433147,7.55401117993655e-05,0,0.224203051820517,0.049403233116785,"Afrotropical",4245,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.025238037109,459.025238037109,-0.135467218106162,-0.600677960948448,-0.0708907524229942,-0.213171361595841
"103","P_1","S_108","E_130","montgomery_2011_blood-feeding_patterns_of","Blood-Feeding Patterns of the Culex pipiens Complex in Sacramento and Yolo Counties, California","USA","Sacramento and Yolo Counties","Cx. pipiens complex","Cx_pipiens_complex",38.5197539714286,-121.51,"DNA","Both_In_&_Out",330,0,0,3,0,3,324,0,0,0,0,15.9,456,1,86,15.9,456,1,86,6,0.0475737392959087,0.0509039010466223,0.5313986679353,0.0121313035204567,0.00333016175071361,0.010941960038059,0.0118828352444893,0.0127146337116036,0.132731269680946,0.108133800724853,0.00885271225714455,0.0102192383102608,"Nearctic",4100,1651,0,231.024724173299,942.622047095386,33.0669399930767,306.314793238101,27.1590157115936,36.1339450161164,400.251454782984,0,231.024724173299,942.622047095386,33.0669399930767,306.314793238101,27.1590157115936,36.1339450161164,400.251454782984,427.410470494578,231.024724173299,658.435194667877,975.688987088462,1000.88393292209,427.410470494578,231.024724173299,658.435194667877,975.688987088462,1000.88393292209,2244.32641601562,2244.32641601562,0.0210633400780947,0.570382579982678,-0.143674244504914,-0.363708064948408
"104","P_1","S_109","E_131","munoz_2011_host-feeding_patterns_of","Host-Feeding Patterns of Native Culex pipiens and Invasive Aedes albopictus Mosquitoes (Diptera: Culicidae) in Urban Zones From Barcelona, Spain","Spain","Barcelona","Ae. albopictus",NA,41.319,2.081,"DNA","Outside",30,30,0,0,0,0,0,0,0,0,0,16.6,619,24,34,16.6,619,24,34,6,0.0737779808131567,0.321608040201005,0.402923709456373,0.00433988122430333,0.0433988122430333,0.0029693924166286,0.0184371254067013,0.0803698841258063,0.100690678691706,0.00188366915919858,0.0509732290655859,0.01895085335921,"Palearctic",1135,3416,1.23879058875924,1.42650021561895,2407.34376913,32.0792962381797,121.055471310416,115.577505995196,421.320666544831,3173.09316848515,1.23879058875924,1.42650021561895,2407.34376913,32.0792962381797,121.055471310416,115.577505995196,421.320666544831,3173.09316848515,3288.67067448034,2.66529080437819,3291.33596528472,2439.42306536818,3833.71210313997,3288.67067448034,2.66529080437819,3291.33596528472,2439.42306536818,3833.71210313997,2024.48217773438,2024.48217773438,-0.667927000410902,0.13193870941733,0.0180782788594151,-0.155029866697012
